"Table  download from NOAA Fisheries ShoreZone mapping website, Fri Aug 09 2024"
"ShoreZone Unit"

Selection Criteria:

"PHY_IDENT","HabClass","BC_CLASS","EXP_BIO","SHORETYPE","ESI","ORI","TRSH","DUGR","SPZO","BLLI","WHLI","YELI","BARN","BLMU","GRAL","BRAL","SURF","EELG","SOBK","ROCK","DRKE","BUKE","CMECS_1","CMECS_2","LENGTH_M","Slope_calc","SHORE_PROB","LOST_SHORE","Wave_Dissipation","Orient_dir","Tidal_height","CVI_Rank"
"04/01/0089/A","40","1","SP","1","8A","3","","","","N","","","C","P","C","","","","C","C","","","S1.1","","58.358","71","","","Surging","SW","5.8","Low"
"04/01/0089/B","40","2","SP","2","8D","4","","","","M","","","C","","C","","","","C","C","","","S1.1","S1.2.1.1","56.863","23","","","Plunging","S","5.8","Low"
"04/01/0090/A","51","6","P","6","5","5","","C","","","","","P","C","","","","","C","P","","","S1.2.1.2.1","","60.837","10","","","Plunging","S","5.8","Low"
"04/01/0091/A","50","2","P","2","8D","4","","","","M","","","C","C","P","","","","C","C","","","S1.1","S1.2.1.1","55.119","44","","","Surging","S","5.8","Low"
"04/01/0091/B","50","3","P","3","8D","5","","","","M","","","C","P","","","","","C","C","","","S1.1","S1.2.1.2.1","27.109","21","","","Plunging","S","5.8","Low"
"04/01/0091/C","50","2","P","2","8D","4","","","","M","","","C","P","C","","","","C","C","","","S1.1","S1.2.1.1","33.662","14","","","Plunging","SE","5.8","Low"
"04/01/0091/D","50","6","P","6","6B","5","","","","M","","","C","P","P","","","","C","C","","","S1.2.1.2.1","","119.488","19","","","Plunging","E","5.8","Low"
"04/01/0092/A","51","6","P","6","8D","5","","","","N","","","C","P","","","","","C","C","","","S1.2.1.2.1","","107.394","9","","","Plunging","NE","5.8","Low"
"04/01/0092/B","51","6","P","6","5","5","","C","","","","","","C","","","","","C","C","","","S1.2.1.2.1","","52.575","9","","","Plunging","E","5.8","Low"
"04/01/0093/A","50","6","P","6","6B","5","","","N","N","","","C","","","","","","P","C","","","S1.2.1.2.1","","91.998","13","","","Plunging","SE","5.8","Low"
"04/01/0093/B","50","3","P","3","8D","5","","","","N","","","C","P","","","","","","C","","","S1.1","S1.2.1.2.1","47.113","24","","","Plunging","SE","5.8","Low"
"04/01/0093/C","50","6","P","6","6B","5","","P","","N","","","C","","C","","","","","C","","","S1.2.1.2.1","","293.266","12","","","Plunging","SE","5.8","Low"
"04/01/0093/D","50","6","P","6","5","5","","","N","","","","P","","P","","","","","P","","","S1.2.1.2.1","","162.314","10","","","Plunging","SE","5.8","Low"
"04/01/0094/A","53","6","P","6","9A","5","","P","N","","","","","","C","","","","","C","","","S1.2.1.2.1","","125.606","5","","","Spilling","S","5.8","Low"
"04/01/0095/A","50","6","P","6","9A","5","","","N","N","","","C","","C","","","","","C","","","S1.2.1.2.1","","95.296","14","","","Plunging","SW","5.8","Low"
"04/01/0096/A","53","6","P","6","9A","5","","P","N","","","","","","C","","","","","C","","","S1.2.1.2.1","","70.626","9","","","Plunging","SW","5.8","Low"
"04/01/0097/A","50","6","P","6","8D","5","","P","","N","","","C","","C","","","P","","C","","","S1.2.1.2.1","","166.824","21","","","Plunging","W","5.8","Low"
"04/01/0097/B","50","3","P","3","8A","5","","","","M","","","C","C","P","","","","P","C","","","S1.1","S1.2.1.2.1","186.895","18","","","Plunging","W","5.8","Low"
"04/01/0097/C","50","3","P","3","6B","5","","","","N","","","C","C","C","","","","P","C","","","S1.1","S1.2.1.2.1","70.312","7","","","Plunging","SW","5.8","Low"
"04/01/0097/D","50","3","P","3","8D","5","","","N","M","","","C","C","P","","","","C","C","","","S1.1","S1.2.1.2.1","119.363","19","","","Plunging","SW","5.8","Low"
"04/01/0097/E","50","3","P","3","8D","5","","","N","N","","","C","P","P","","","","C","C","","","S1.1","S1.2.1.2.1","155.011","26","","","Plunging","SW","5.8","Low"
"04/01/0098/A","50","6","P","6","5","5","","","","M","","","C","P","","","","","","C","","","S1.2.1.2.1","","56.934","9","","","Plunging","N","5.4","Low"
"04/01/0099/A","50","3","P","3","8D","5","","","","M","","","C","","C","","","","P","C","","","S1.1","S1.2.1.2.1","115.968","20","","","Plunging","N","5.4","Low"
"04/01/0100/A","40","2","SP","2","8D","4","","","","N","","","C","","C","","","","P","C","","","S1.1","S1.2.1.1","106.097","23","","","Plunging","W","5.6","Low"
"04/01/0100/B","40","3","SP","3","8D","5","","","","M","","","C","C","","","","","","C","","","S1.1","S1.2.1.2.1","48.102","9","","","Plunging","SW","5.6","Low"
"04/01/0100/C","40","5","SP","5","8D","4","","","","N","","","C","","C","","","","","C","","","S1.2.1.1","","119.178","22","","","Plunging","SW","5.6","Low"
"04/01/0100/D","40","2","SP","2","8D","4","","","","N","","","C","","C","","","","","C","","","S1.1","S1.2.1.1","68.433","48","","","Surging","SW","5.6","Low"
"04/01/0101/A","40","1","SP","1","8A","3","","","N","","","","C","P","P","","","","","C","","","S1.1","","42.992","62","","","Surging","S","5.6","Low"
"04/01/0101/B","40","3","SP","3","8A","5","","","N","","","","P","","C","","","","C","C","","","S1.1","S1.2.1.2.1","45.458","28","","","Plunging","N","5.4","Low"
"04/01/0102/A","40","1","SP","1","8A","3","","","","M","","","C","","P","","","","","C","","","S1.1","","90.094","80","","","Surging","SW","5.6","Low"
"04/01/0102/B","40","2","SP","2","8D","4","","","","N","","","C","","C","","","","C","C","","","S1.1","S1.2.1.1","141.065","39","","","Collapsing","SW","5.6","Low"
"04/01/0103/A","40","2","SP","2","6B","4","","","","M","","","C","C","P","","","","C","C","","","S1.1","S1.2.1.1","66.282","9","","","Plunging","E","5.6","Low"
"04/01/0104/A","51","3","P","3","8A","5","","C","N","","","","C","C","P","","","","P","C","","","S1.1","S1.2.1.2.1","130.98","5","","","Spilling","SE","5.6","Low"
"04/01/0104/B","51","2","P","2","8D","4","","P","","","","","C","","","","","","C","C","","","S1.1","S1.2.1.1","44.735","18","","","Plunging","SE","5.6","Low"
"04/01/0105/A","40","2","SP","2","8D","4","","","","M","","","C","","P","","","","C","C","","","S1.1","S1.2.1.1","72.929","48","","","Surging","E","5.6","Low"
"04/01/0106/A","40","5","SP","5","6B","4","","","","N","","","C","","C","","","","","C","","","S1.2.1.1","","211.022","47","","","Surging","NE","5.4","Low"
"04/01/0106/B","40","2","SP","2","8D","4","","","","M","","","P","","C","","","","P","C","","","S1.1","S1.2.1.1","111.994","42","","","Plunging","N","5.4","Low"
"04/01/0106/C","40","3","SP","3","5","5","","","","N","","","","","P","","","","","C","","","S1.1","S1.2.1.2.1","55.376","18","","","Plunging","N","5.4","Low"
"04/01/0106/D","40","3","SP","3","8D","5","","","","M","","","C","","C","","","","","C","","","S1.1","S1.2.1.2.1","43.113","34","","","Plunging","NE","5.4","Low"
"04/01/0107/A","50","3","P","3","8D","5","","","N","","","","C","P","","","","","C","C","","","S1.1","S1.2.1.2.1","125.051","20","","","Plunging","SW","5.8","Low"
"04/01/0107/B","50","6","P","6","6A","5","","","N","","","","C","C","P","","","","C","P","","","S1.2.1.2.1","","138.138","12","","","Plunging","SW","5.8","Low"
"04/01/0107/C","50","2","P","2","8D","4","","","","M","","","C","","C","","","","P","C","","","S1.1","S1.2.1.1","91.686","33","","","Plunging","SW","5.8","Low"
"04/01/0107/D","50","6","P","6","6B","5","","","N","","","","P","P","","","","","C","","","","S1.2.1.2.1","","49.01","12","","","Plunging","SE","5.8","Low"
"04/01/0107/E","50","6","P","6","8D","5","","","N","","","","C","P","","","","","P","C","","","S1.2.1.2.1","","196.428","13","","","Plunging","SW","5.8","Low"
"04/01/0107/F","50","6","P","6","6B","5","","","N","","","","P","","C","","","","P","P","","","S1.2.1.2.1","","74.505","8","","","Plunging","SW","5.8","Low"
"04/01/0107/G","50","5","P","5","6B","4","","","","M","","","C","","","","","","","C","","","S1.2.1.1","","176.537","21","","","Plunging","SW","5.8","Low"
"04/01/0107/H","50","6","P","6","8D","5","","","N","","","","C","P","","","","","","C","","","S1.2.1.2.1","","381.113","24","","","Plunging","SW","5.8","Low"
"04/01/0107/I","50","6","P","6","6B","5","","","N","N","","","C","P","","","","","P","P","","","S1.2.1.2.1","","78.669","24","","","Plunging","W","5.8","Low"
"04/01/0108/A","50","5","P","5","6B","4","","","","N","","","C","","C","","","","P","C","","","S1.2.1.1","","352.243","28","","","Plunging","SW","5.8","Low"
"04/01/0109/A","52","6","P","6","5","5","","P","","","","","P","C","","","","","C","P","","","S1.2.1.2.1","","108.624","10","","","Plunging","NW","5.8","Low"
"04/01/0110/A","52","5","P","5","8D","4","","","","N","","","C","C","","","","","C","P","","","S1.2.1.1","","121.073","13","","","Plunging","NW","5.8","Low"
"04/01/0111/A","50","2","P","2","8D","4","","","","N","","","C","P","C","","","","C","C","","","S1.1","S1.2.1.1","84.846","16","","","Plunging","W","5.8","Low"
"04/01/0112/A","50","2","P","2","8D","4","","","","N","","","C","P","P","","","","C","C","","","S1.1","S1.2.1.1","110.108","36","","","Collapsing","S","5.8","Low"
"04/01/0112/B","50","3","P","3","8D","5","","P","","N","","","C","P","P","","","","C","C","","","S1.1","S1.2.1.2.1","94.825","13","","","Plunging","S","5.8","Low"
"04/01/0112/C","50","2","P","2","8D","4","","","","N","","","C","P","P","","","","P","C","","","S1.1","S1.2.1.1","94.553","44","","","Surging","S","5.8","Low"
"04/01/0113/A","51","5","P","5","6B","4","","","","N","","","C","","","","","","C","C","","","S1.2.1.1","","49.328","26","","","Plunging","SE","5.8","Low"
"04/01/0113/B","51","6","P","6","9A","5","","","","","","","","C","C","","","","C","C","","","S1.2.1.2.1","","141.862","5","","","Spilling","SE","5.8","Low"
"04/01/0113/C","51","6","P","6","9A","5","","","","","","","","C","C","","","","","P","","","S1.2.1.2.1","","144.513","6","","","Spilling","SW","5.8","Low"
"04/01/0113/D","51","6","P","6","8D","5","","","N","","","","C","C","C","","","","","C","","","S1.2.1.2.1","","105.092","19","","","Plunging","SW","5.8","Low"
"04/01/0114/A","50","2","P","2","8D","4","","","","N","","","C","","C","","","","P","C","","","S1.1","S1.2.1.1","163.186","55","","","Surging","NW","5.8","Low"
"04/01/0114/B","50","6","P","6","8D","5","","","","N","","","C","P","P","","","","","P","","","S1.2.1.2.1","","38.222","28","","","Plunging","NW","5.8","Low"
"04/01/0115/A","50","2","P","2","8D","4","","","","M","","","C","P","C","","","","C","C","","","S1.1","S1.2.1.1","257.17","40","","","Collapsing","W","5.8","Low"
"04/01/0115/B","50","5","P","5","8D","4","","","N","","","","C","","P","","","","P","C","","","S1.2.1.1","","265.217","35","","","Collapsing","SW","5.7","Low"
"04/01/0115/C","50","2","P","2","8D","4","","","","N","","","C","P","C","","","","","C","","","S1.1","S1.2.1.1","180.117","39","","","Collapsing","SW","5.7","Low"
"04/01/0115/D","50","6","P","6","6B","5","","","","N","","","P","C","P","","","","C","","","","S1.2.1.2.1","","105.141","15","","","Plunging","SW","5.7","Low"
"04/01/0115/E","50","3","P","3","8D","5","","","","M","","","C","P","","","","","P","C","","","S1.1","S1.2.1.2.1","273.561","27","","","Plunging","S","5.7","Low"
"04/01/0115/F","50","6","P","6","6B","5","","","","N","","","C","","P","","","","P","C","","","S1.2.1.2.1","","152.92","19","","","Plunging","S","5.7","Low"
"04/01/0116/A","51","6","P","6","6B","5","","","N","","","","C","","P","","","","","C","","","S1.2.1.2.1","","66.515","12","","","Plunging","S","5.7","Low"
"04/01/0117/A","50","6","P","6","5","5","","","N","","","","C","","C","","","","P","C","","","S1.2.1.2.1","","114.695","13","","","Plunging","S","5.7","Low"
"04/01/0117/B","50","6","P","6","5","5","","","","N","","","C","C","C","","","","","C","","","S1.2.1.2.1","","103.77","9","","","Plunging","W","5.7","Low"
"04/01/0118/A","50","2","P","2","8D","4","","","","N","","","C","","P","","","","P","C","","","S1.1","S1.2.1.1","73.375","11","","","Plunging","SW","5.7","Low"
"04/01/0118/B","50","3","P","3","8D","5","","","","N","","","C","P","","","","","P","P","","","S1.1","S1.2.1.2.1","55.196","16","","","Plunging","S","5.7","Low"
"04/01/0118/C","50","2","P","2","8D","4","","","","N","","","C","","C","","","","P","C","","","S1.1","S1.2.1.1","144.629","35","","","Collapsing","SW","5.7","Low"
"04/01/0118/D","50","6","P","6","6B","5","","","N","","","","C","","","","","","","P","","","S1.2.1.2.1","","244.927","15","","","Plunging","S","5.7","Low"
"04/01/0119/A","40","5","SP","5","6B","4","","","N","","","","C","","C","","","","P","C","","","S1.2.1.1","","366.249","21","","","Plunging","SW","5.7","Low"
"04/01/0119/B","40","2","SP","2","8D","4","","","","N","","","C","P","C","","","","","C","","","S1.1","S1.2.1.1","383.513","35","","","Collapsing","SW","5.7","Low"
"04/01/0120/A","52","3","P","3","8D","5","","","","N","","","C","P","","","","","","C","","","S1.1","S1.2.1.2.1","116.735","21","","","Plunging","S","5.7","Low"
"04/01/0121/A","50","6","P","6","6B","5","","","N","","","","C","","","","","","","C","","","S1.2.1.2.1","","84.8","19","","","Plunging","SW","5.7","Low"
"04/01/0121/B","50","6","P","6","5","5","","","N","","","","","","","","","","P","","","","S1.2.1.2.1","","105.307","10","","","Plunging","SW","5.7","Low"
"04/01/0121/C","50","6","P","6","6B","5","","","N","","","","C","C","","","","","","P","","","S1.2.1.2.1","","253.966","16","","","Plunging","S","5.7","Low"
"04/01/0121/D","50","6","P","6","8D","5","","","N","N","","","C","P","P","","","","","C","","","S1.2.1.2.1","","507.941","18","","","Plunging","SW","5.7","Low"
"04/01/0122/A","50","5","P","5","8D","4","","","","N","","","C","P","C","","","","","C","","","S1.2.1.1","","302.229","39","","","Collapsing","SW","5.7","Low"
"04/01/0123/A","51","6","P","6","8D","5","","","N","","","","C","","P","","","","","P","","","S1.2.1.2.1","","166.542","27","","","Plunging","SW","5.7","Low"
"04/01/0123/B","51","6","P","6","5","5","","","N","","","","C","P","","","","","","P","","","S1.2.1.2.1","","127.412","13","","","Plunging","W","5.7","Low"
"04/01/0123/C","51","6","P","6","5","5","","C","N","","","","","P","","","","","C","P","","","S1.2.1.2.1","","69.669","10","","","Plunging","W","5.7","Low"
"04/01/0123/D","51","3","P","3","8A","5","","","","M","N","","C","P","","","","","C","P","","","S1.1","S1.2.1.2.1","44.077","18","","","Plunging","W","5.7","Low"
"04/01/0123/E","51","3","P","3","5","5","","C","","","","","","P","P","","","","C","C","","","S1.1","S1.2.1.2.1","38.48","8","","","Plunging","W","5.7","Low"
"04/01/0124/A","50","3","P","3","8D","4","","","","M","","","C","P","P","","","","C","C","","","S1.1","S1.2.1.2.1","85.828","30","","","Plunging","W","5.7","Low"
"04/01/0124/B","50","1","P","1","8D","3","","","","M","","","C","P","C","","","","P","C","","","S1.1","","91.489","62","","","Surging","SW","5.7","Low"
"04/01/0124/C","50","5","P","5","8D","4","","","","M","","","C","","C","","","","P","C","","","S1.2.1.1","","127.718","32","","","Plunging","SW","5.7","Low"
"04/01/0124/D","50","1","P","1","8A","3","","","","M","","","C","C","C","","","","C","C","","","S1.1","","66.452","71","","","Surging","W","5.7","Low"
"04/01/0124/E","50","5","P","5","8D","4","","","","M","","","C","","P","","","","","P","","","S1.2.1.1","","60.216","35","","","Plunging","SW","5.7","Low"
"04/01/0125/A","52","6","P","6","6B","5","","","","N","","","C","","","","","","","","","","S1.2.1.2.1","","118.8","19","","","Plunging","SW","5.7","Low"
"04/01/0145/A","51","6","P","6","6B","5","","","","N","","","C","C","C","","","","","P","","","S1.2.1.2.1","","174.305","12","","","Plunging","NE","5.7","Low"
"04/01/0146/A","50","6","P","6","6B","5","","","","N","","","P","","","","","","C","P","","","S1.2.1.2.1","","169.035","21","","","Plunging","NE","5.7","Low"
"04/01/0147/A","40","2","SP","2","8D","4","","","","N","","","C","","C","","","","P","C","","","S1.1","S1.2.1.1","199.797","43","","","Surging","NE","5.6","Low"
"04/01/0148/A","51","3","P","3","8D","5","","","","N","","","C","C","","","","","","C","","","S1.1","S1.2.1.2.1","145.582","17","","","Plunging","N","5.6","Low"
"04/01/0148/B","51","3","P","3","8D","5","","","","N","","","C","C","P","","","","","C","","","S1.1","S1.2.1.2.1","74.351","32","","","Plunging","N","5.6","Low"
"04/01/0148/C","51","6","P","6","9A","5","","","N","N","","","C","C","C","","","","","C","","","S1.2.1.2.1","","168.88","4","","","Spilling","N","5.6","Low"
"04/01/0149/A","51","6","P","6","5","5","","","N","","","","","C","","","","","","","","","S1.2.1.2.1","","115.902","13","","","Plunging","E","5.6","Low"
"04/01/0149/B","51","2","P","2","8D","4","","","","M","","","C","P","P","","","","P","C","","","S1.1","S1.2.1.1","87.948","39","","","Collapsing","E","5.6","Low"
"04/01/0150/A","40","1","SP","1","8A","3","","","","M","","","C","","C","","","","","C","","","S1.1","","88.56","35","","","Collapsing","N","5.6","Low"
"04/01/0150/B","40","2","SP","2","8D","4","","","","N","","","C","","C","","","","","C","","","S1.1","S1.2.1.1","144.319","27","","","Plunging","NE","5.6","Low"
"04/01/0150/C","40","2","SP","2","8D","4","","","","N","","","C","","C","","","","","C","","","S1.1","S1.2.1.1","134.69","43","","","Surging","NE","5.6","Low"
"04/01/0150/D","40","1","SP","1","8A","3","","","","M","","","C","","P","","","","","C","","","S1.1","","74.233","62","","","Surging","NE","5.6","Low"
"04/01/0150/E","40","2","SP","2","8D","3","","","","M","","","C","P","C","","","","","C","","","S1.1","S1.2.1.1","75.428","48","","","Surging","NE","5.6","Low"
"04/01/0150/F","40","1","SP","1","8A","3","","","","M","","","C","","C","","","","","C","","","S1.1","","122.738","62","","","Surging","N","5.6","Low"
"04/01/0151/A","42","6","SP","6","8A","5","","","","M","","","C","C","","","","","","P","","","S1.2.1.2.1","","205.674","11","","","Plunging","NW","5.6","Low"
"04/01/0151/B","42","3","SP","3","8D","5","","","","M","","","P","","","","","","","C","","","S1.1","S1.2.1.2.1","45.711","35","","","Collapsing","NE","5.6","Low"
"04/01/0152/A","40","2","SP","2","8D","4","","","","M","","","C","","P","","","","","C","","","S1.1","S1.2.1.1","72.915","35","","","Collapsing","NE","5.6","Low"
"04/01/0152/B","40","3","SP","3","8D","5","","","","M","","","C","","","","","","","P","","","S1.1","S1.2.1.2.1","50.034","29","","","Plunging","NE","5.6","Low"
"04/01/0152/C","40","1","SP","1","8A","3","","","","M","","","C","C","C","","","","","C","","","S1.1","","68.194","54","","","Surging","NW","5.6","Low"
"04/01/0153/A","42","3","SP","3","5","5","","","","N","","","","","P","","","","","P","","","S1.1","S1.2.1.2.1","114.482","16","","","Plunging","NW","5.6","Low"
"04/01/0153/B","42","3","SP","3","8A","5","","","","M","","","P","","","","","","","C","","","S1.1","S1.2.1.2.1","92.41","23","","","Plunging","NW","5.6","Low"
"04/01/0153/C","42","2","SP","2","8D","4","","","","N","","","C","","","","","","","C","","","S1.1","S1.2.1.1","104.398","35","","","Collapsing","NE","5.6","Low"
"04/01/0154/A","40","2","SP","2","8D","3","","","","N","","","C","P","P","","","","","C","","","S1.1","S1.2.1.1","160.17","43","","","Surging","NE","5.6","Low"
"04/01/0155/A","40","3","SP","3","8D","5","","","","M","","","P","P","P","","","","P","C","","","S1.1","S1.2.1.2.1","124.346","16","","","Plunging","NW","5.6","Low"
"04/01/0156/A","40","5","SP","5","6B","4","","","","N","","","C","","P","","","","P","C","","","S1.2.1.1","","252.516","35","","","Collapsing","NE","5.6","Low"
"04/01/0156/B","40","2","SP","2","8D","4","","","","M","","","C","","C","","","","","C","","","S1.1","S1.2.1.1","186.057","48","","","Surging","NE","5.6","Low"
"04/01/0156/C","40","1","SP","1","8A","3","","","","M","","","C","C","","","","","","C","","","S1.1","","70.661","80","","","Surging","N","5.6","Low"
"04/01/0156/D","40","2","SP","2","8D","4","","","","M","","","C","","C","","","","P","C","","","S1.1","S1.2.1.1","39.432","48","","","Surging","N","5.6","Low"
"04/01/0156/E","40","1","SP","1","8A","3","","","","M","","","C","C","P","","","","C","C","","","S1.1","","51.61","62","","","Surging","NW","5.6","Low"
"04/01/0156/F","40","2","SP","2","8D","4","","","","M","","","C","P","C","","","","C","C","","","S1.1","S1.2.1.1","38.194","32","","","Plunging","W","5.6","Low"
"04/01/0156/G","40","1","SP","1","8A","3","","","","M","","","C","C","P","","","","C","C","","","S1.1","","110.447","70","","","Surging","W","5.6","Low"
"04/01/0157/A","50","3","P","3","8D","5","","","","M","","","P","","","","","","","P","","","S1.1","S1.2.1.2.1","248.597","11","","","Plunging","NW","5.6","Low"
"04/01/0158/A","40","2","SP","2","8D","4","","","","M","","","C","P","C","","","","","C","","","S1.1","S1.2.1.1","142.188","48","","","Surging","N","5.6","Low"
"04/01/0159/A","40","3","SP","3","8D","5","","","M","M","","","P","","","","","","","P","","","S1.1","S1.2.1.2.1","246.858","11","","","Plunging","NW","5.6","Low"
"04/01/0160/A","40","3","SP","3","6B","5","","","","N","","","C","","","","","","","C","","","S1.1","S1.2.1.2.1","125.264","22","","","Plunging","NE","5.6","Low"
"04/01/0160/B","40","5","SP","5","8D","4","","","","N","","","C","","P","","","","","C","","","S1.2.1.1","","209.642","39","","","Collapsing","NE","5.6","Low"
"04/01/0160/C","40","5","SP","5","6B","4","","","","M","","","C","","","","","","","C","","","S1.2.1.1","","46.417","27","","","Plunging","NE","5.6","Low"
"04/01/0160/D","40","1","SP","1","8A","3","","","","M","N","","C","P","P","","","","P","C","","","S1.1","","72.211","54","","","Surging","N","5.6","Low"
